similarity,corruption,rank,topK,iter,lambda,weight_u_i,metric,NDCG,Recall@5,tok,weight_i,weight_u,Recall@10,Recall@15,Recall@20,Recall@50
Cosine,0.5,100,,200,1e-05,,,"[0.1415, 0.0093]",,15.0,0.7,0.3,,"[0.1431, 0.0102]",,
Cosine,0.5,100,,200,1e-05,,,"[0.1393, 0.0092]",,15.0,0.8,0.2,,"[0.1411, 0.0099]",,
Cosine,0.5,100,,200,1e-05,,,"[0.1412, 0.0093]",,15.0,0.9,0.1,,"[0.1407, 0.0099]",,
Cosine,0.5,100,,200,1e-05,,,"[0.1405, 0.0091]",,15.0,1.0,0.0,,"[0.1398, 0.0098]",,
Cosine,0.5,100,,200,1e-05,,,"[0.1502, 0.0096]",,20.0,0.0,1.0,,,"[0.1772, 0.0122]",
Cosine,0.5,100,,200,1e-05,,,"[0.162, 0.01]",,20.0,0.1,0.9,,,"[0.1888, 0.0126]",
Cosine,0.5,100,,200,1e-05,,,"[0.163, 0.0099]",,20.0,0.2,0.8,,,"[0.1875, 0.0122]",
Cosine,0.5,100,,200,1e-05,,,"[0.162, 0.01]",,20.0,0.3,0.7,,,"[0.1858, 0.0124]",
Cosine,0.5,100,,200,1e-05,,,"[0.1621, 0.0099]",,20.0,0.4,0.6,,,"[0.1837, 0.012]",
Cosine,0.5,100,,200,1e-05,,,"[0.1624, 0.0099]",,20.0,0.5,0.5,,,"[0.1846, 0.0119]",
Cosine,0.5,100,,200,1e-05,,,"[0.1638, 0.0098]",,20.0,0.6,0.4,,,"[0.1824, 0.0117]",
Cosine,0.5,100,,200,1e-05,,,"[0.1602, 0.0097]",,20.0,0.7,0.3,,,"[0.1774, 0.0114]",
Cosine,0.5,100,,200,1e-05,,,"[0.1622, 0.0097]",,20.0,0.8,0.2,,,"[0.1799, 0.0115]",
Cosine,0.5,100,,200,1e-05,,,"[0.1622, 0.0099]",,20.0,0.9,0.1,,,"[0.1765, 0.0115]",
Cosine,0.5,100,,200,1e-05,,,"[0.1602, 0.0098]",,20.0,1.0,0.0,,,"[0.175, 0.0115]",
Cosine,0.5,100,,200,1e-05,,,"[0.2311, 0.0106]",,50.0,0.0,1.0,,,,"[0.3452, 0.0161]"
Cosine,0.5,100,,200,1e-05,,,"[0.2425, 0.0112]",,50.0,0.1,0.9,,,,"[0.3578, 0.017]"
Cosine,0.5,100,,200,1e-05,,,"[0.2411, 0.0112]",,50.0,0.2,0.8,,,,"[0.3529, 0.017]"
Cosine,0.5,100,,200,1e-05,,,"[0.2382, 0.0113]",,50.0,0.3,0.7,,,,"[0.3443, 0.0169]"
Cosine,0.5,100,,200,1e-05,,,"[0.2387, 0.0115]",,50.0,0.4,0.6,,,,"[0.3415, 0.0169]"
Cosine,0.5,100,,200,1e-05,,,"[0.2342, 0.0112]",,50.0,0.5,0.5,,,,"[0.3337, 0.0165]"
Cosine,0.5,100,,200,1e-05,,,"[0.2348, 0.0114]",,50.0,0.6,0.4,,,,"[0.329, 0.0162]"
Cosine,0.5,100,,200,1e-05,,,"[0.2302, 0.0113]",,50.0,0.7,0.3,,,,"[0.317, 0.0157]"
Cosine,0.5,100,,200,1e-05,,,"[0.2266, 0.0112]",,50.0,0.8,0.2,,,,"[0.308, 0.0153]"
Cosine,0.5,100,,200,1e-05,,,"[0.2255, 0.0112]",,50.0,0.9,0.1,,,,"[0.3027, 0.015]"
Cosine,0.5,100,,200,1e-05,,,"[0.2258, 0.0113]",,50.0,1.0,0.0,,,,"[0.3019, 0.0149]"
Cosine,0.2,100,,200,0.0001,,,"[0.0718, 0.0068]","[0.0542, 0.0058]",5.0,0.0,1.0,,,,
Cosine,0.2,100,,200,0.0001,,,"[0.0767, 0.0071]","[0.0548, 0.0056]",5.0,0.1,0.9,,,,
Cosine,0.2,100,,200,0.0001,,,"[0.0776, 0.0071]","[0.0557, 0.0057]",5.0,0.2,0.8,,,,
Cosine,0.2,100,,200,0.0001,,,"[0.0761, 0.0072]","[0.0535, 0.0056]",5.0,0.3,0.7,,,,
Cosine,0.2,100,,200,0.0001,,,"[0.0778, 0.0071]","[0.0562, 0.0058]",5.0,0.4,0.6,,,,
Cosine,0.2,100,,200,0.0001,,,"[0.0778, 0.0072]","[0.055, 0.0057]",5.0,0.5,0.5,,,,
Cosine,0.2,100,,200,0.0001,,,"[0.0781, 0.0072]","[0.0553, 0.0057]",5.0,0.6,0.4,,,,
Cosine,0.2,100,,200,0.0001,,,"[0.077, 0.0072]","[0.0545, 0.0057]",5.0,0.7,0.3,,,,
Cosine,0.2,100,,200,0.0001,,,"[0.0782, 0.0072]","[0.0553, 0.0057]",5.0,0.8,0.2,,,,
Cosine,0.2,100,,200,0.0001,,,"[0.0797, 0.0075]","[0.0555, 0.0059]",5.0,0.9,0.1,,,,
Cosine,0.2,100,,200,0.0001,,,"[0.0768, 0.0069]","[0.0534, 0.0054]",5.0,1.0,0.0,,,,
Cosine,0.2,100,,200,0.0001,,,"[0.1069, 0.0083]",,10.0,0.0,1.0,"[0.1012, 0.0086]",,,
Cosine,0.2,100,,200,0.0001,,,"[0.1138, 0.0086]",,10.0,0.1,0.9,"[0.1068, 0.0088]",,,
Cosine,0.2,100,,200,0.0001,,,"[0.1115, 0.0084]",,10.0,0.2,0.8,"[0.1031, 0.0085]",,,
Cosine,0.2,100,,200,0.0001,,,"[0.1122, 0.0084]",,10.0,0.3,0.7,"[0.103, 0.0084]",,,
Cosine,0.2,100,,200,0.0001,,,"[0.1144, 0.0087]",,10.0,0.4,0.6,"[0.1046, 0.0087]",,,
Cosine,0.2,100,,200,0.0001,,,"[0.1147, 0.0085]",,10.0,0.5,0.5,"[0.1044, 0.0086]",,,
Cosine,0.2,100,,200,0.0001,,,"[0.114, 0.0085]",,10.0,0.6,0.4,"[0.1049, 0.0085]",,,
Cosine,0.2,100,,200,0.0001,,,"[0.1155, 0.0085]",,10.0,0.7,0.3,"[0.1049, 0.0084]",,,
Cosine,0.2,100,,200,0.0001,,,"[0.1134, 0.0083]",,10.0,0.8,0.2,"[0.1025, 0.0082]",,,
Cosine,0.2,100,,200,0.0001,,,"[0.1114, 0.0083]",,10.0,0.9,0.1,"[0.1002, 0.0081]",,,
Cosine,0.2,100,,200,0.0001,,,"[0.1095, 0.0084]",,10.0,1.0,0.0,"[0.0967, 0.008]",,,
Cosine,0.2,100,,200,0.0001,,,"[0.1318, 0.009]",,15.0,0.0,1.0,,"[0.1428, 0.0105]",,
Cosine,0.2,100,,200,0.0001,,,"[0.141, 0.0094]",,15.0,0.1,0.9,,"[0.1516, 0.011]",,
Cosine,0.2,100,,200,0.0001,,,"[0.1414, 0.0095]",,15.0,0.2,0.8,,"[0.1505, 0.0109]",,
Cosine,0.2,100,,200,0.0001,,,"[0.1407, 0.0093]",,15.0,0.3,0.7,,"[0.1487, 0.0106]",,
Cosine,0.2,100,,200,0.0001,,,"[0.1411, 0.0093]",,15.0,0.4,0.6,,"[0.1489, 0.0106]",,
Cosine,0.2,100,,200,0.0001,,,"[0.1401, 0.0093]",,15.0,0.5,0.5,,"[0.1462, 0.0105]",,
Cosine,0.2,100,,200,0.0001,,,"[0.1391, 0.0092]",,15.0,0.6,0.4,,"[0.1436, 0.0102]",,
Cosine,0.2,100,,200,0.0001,,,"[0.1398, 0.0093]",,15.0,0.7,0.3,,"[0.1449, 0.0103]",,
Cosine,0.2,100,,200,0.0001,,,"[0.1368, 0.009]",,15.0,0.8,0.2,,"[0.1378, 0.0098]",,
Cosine,0.2,100,,200,0.0001,,,"[0.138, 0.009]",,15.0,0.9,0.1,,"[0.1394, 0.0096]",,
Cosine,0.2,100,,200,0.0001,,,"[0.1355, 0.0091]",,15.0,1.0,0.0,,"[0.1356, 0.0098]",,
Cosine,0.2,100,,200,0.0001,,,"[0.1533, 0.0096]",,20.0,0.0,1.0,,,"[0.1825, 0.0123]",
Cosine,0.2,100,,200,0.0001,,,"[0.164, 0.01]",,20.0,0.1,0.9,,,"[0.1925, 0.0125]",
Cosine,0.2,100,,200,0.0001,,,"[0.1629, 0.0099]",,20.0,0.2,0.8,,,"[0.1901, 0.0124]",
Cosine,0.2,100,,200,0.0001,,,"[0.1633, 0.0099]",,20.0,0.3,0.7,,,"[0.1883, 0.0123]",
Cosine,0.2,100,,200,0.0001,,,"[0.1608, 0.0098]",,20.0,0.4,0.6,,,"[0.1855, 0.0122]",
Cosine,0.2,100,,200,0.0001,,,"[0.1606, 0.0098]",,20.0,0.5,0.5,,,"[0.1826, 0.0118]",
Cosine,0.2,100,,200,0.0001,,,"[0.1602, 0.0097]",,20.0,0.6,0.4,,,"[0.1801, 0.0117]",
Cosine,0.2,100,,200,0.0001,,,"[0.1565, 0.0096]",,20.0,0.7,0.3,,,"[0.176, 0.0115]",
Cosine,0.2,100,,200,0.0001,,,"[0.1562, 0.0096]",,20.0,0.8,0.2,,,"[0.1733, 0.0113]",
Cosine,0.2,100,,200,0.0001,,,"[0.154, 0.0096]",,20.0,0.9,0.1,,,"[0.169, 0.0111]",
Cosine,0.2,100,,200,0.0001,,,"[0.1504, 0.0094]",,20.0,1.0,0.0,,,"[0.163, 0.0108]",
Cosine,0.2,100,,200,0.0001,,,"[0.2329, 0.0106]",,50.0,0.0,1.0,,,,"[0.3482, 0.0161]"
Cosine,0.2,100,,200,0.0001,,,"[0.245, 0.0111]",,50.0,0.1,0.9,,,,"[0.3625, 0.0169]"
Cosine,0.2,100,,200,0.0001,,,"[0.2425, 0.0111]",,50.0,0.2,0.8,,,,"[0.3593, 0.0171]"
Cosine,0.2,100,,200,0.0001,,,"[0.2407, 0.0111]",,50.0,0.3,0.7,,,,"[0.3527, 0.017]"
Cosine,0.2,100,,200,0.0001,,,"[0.2375, 0.0112]",,50.0,0.4,0.6,,,,"[0.3405, 0.0166]"
Cosine,0.2,100,,200,0.0001,,,"[0.2374, 0.0113]",,50.0,0.5,0.5,,,,"[0.3373, 0.0163]"
Cosine,0.2,100,,200,0.0001,,,"[0.2309, 0.0112]",,50.0,0.6,0.4,,,,"[0.3243, 0.0159]"
Cosine,0.2,100,,200,0.0001,,,"[0.2253, 0.0111]",,50.0,0.7,0.3,,,,"[0.3119, 0.0154]"
Cosine,0.2,100,,200,0.0001,,,"[0.2245, 0.0112]",,50.0,0.8,0.2,,,,"[0.3053, 0.015]"
Cosine,0.2,100,,200,0.0001,,,"[0.2218, 0.011]",,50.0,0.9,0.1,,,,"[0.2999, 0.0148]"
Cosine,0.2,100,,200,0.0001,,,"[0.2182, 0.0109]",,50.0,1.0,0.0,,,,"[0.2894, 0.0144]"
Cosine,0.3,100,,200,0.0001,,,"[0.073, 0.0069]","[0.0547, 0.0057]",5.0,0.0,1.0,,,,
Cosine,0.3,100,,200,0.0001,,,"[0.0774, 0.0072]","[0.0555, 0.0057]",5.0,0.1,0.9,,,,
Cosine,0.3,100,,200,0.0001,,,"[0.0794, 0.0072]","[0.0569, 0.0056]",5.0,0.2,0.8,,,,
Cosine,0.3,100,,200,0.0001,,,"[0.0771, 0.0071]","[0.055, 0.0055]",5.0,0.3,0.7,,,,
Cosine,0.3,100,,200,0.0001,,,"[0.0782, 0.0072]","[0.0558, 0.0058]",5.0,0.4,0.6,,,,
Cosine,0.3,100,,200,0.0001,,,"[0.0787, 0.0073]","[0.0558, 0.0058]",5.0,0.5,0.5,,,,
Cosine,0.3,100,,200,0.0001,,,"[0.0794, 0.0073]","[0.0562, 0.006]",5.0,0.6,0.4,,,,
Cosine,0.3,100,,200,0.0001,,,"[0.0762, 0.0071]","[0.0532, 0.0056]",5.0,0.7,0.3,,,,
Cosine,0.3,100,,200,0.0001,,,"[0.0775, 0.0072]","[0.0541, 0.0057]",5.0,0.8,0.2,,,,
Cosine,0.3,100,,200,0.0001,,,"[0.0788, 0.0072]","[0.0562, 0.0058]",5.0,0.9,0.1,,,,
Cosine,0.3,100,,200,0.0001,,,"[0.0778, 0.0072]","[0.0546, 0.0055]",5.0,1.0,0.0,,,,
Cosine,0.3,100,,200,0.0001,,,"[0.1064, 0.0083]",,10.0,0.0,1.0,"[0.1025, 0.0088]",,,
Cosine,0.3,100,,200,0.0001,,,"[0.1126, 0.0085]",,10.0,0.1,0.9,"[0.1042, 0.0086]",,,
Cosine,0.3,100,,200,0.0001,,,"[0.1116, 0.0085]",,10.0,0.2,0.8,"[0.1024, 0.0085]",,,
Cosine,0.3,100,,200,0.0001,,,"[0.114, 0.0084]",,10.0,0.3,0.7,"[0.1059, 0.0085]",,,
Cosine,0.3,100,,200,0.0001,,,"[0.1144, 0.0085]",,10.0,0.4,0.6,"[0.1033, 0.0084]",,,
Cosine,0.3,100,,200,0.0001,,,"[0.1138, 0.0085]",,10.0,0.5,0.5,"[0.1041, 0.0085]",,,
Cosine,0.3,100,,200,0.0001,,,"[0.1139, 0.0085]",,10.0,0.6,0.4,"[0.1033, 0.0084]",,,
Cosine,0.3,100,,200,0.0001,,,"[0.1144, 0.0084]",,10.0,0.7,0.3,"[0.1037, 0.0082]",,,
Cosine,0.3,100,,200,0.0001,,,"[0.1126, 0.0083]",,10.0,0.8,0.2,"[0.1004, 0.0081]",,,
Cosine,0.3,100,,200,0.0001,,,"[0.1142, 0.0083]",,10.0,0.9,0.1,"[0.1026, 0.0082]",,,
Cosine,0.3,100,,200,0.0001,,,"[0.1116, 0.0083]",,10.0,1.0,0.0,"[0.0999, 0.0081]",,,
Cosine,0.3,100,,200,0.0001,,,"[0.1317, 0.009]",,15.0,0.0,1.0,,"[0.1444, 0.0107]",,
Cosine,0.3,100,,200,0.0001,,,"[0.139, 0.0094]",,15.0,0.1,0.9,,"[0.1485, 0.0109]",,
Cosine,0.3,100,,200,0.0001,,,"[0.1425, 0.0094]",,15.0,0.2,0.8,,"[0.151, 0.0108]",,
Cosine,0.3,100,,200,0.0001,,,"[0.1411, 0.0094]",,15.0,0.3,0.7,,"[0.1483, 0.0106]",,
Cosine,0.3,100,,200,0.0001,,,"[0.1397, 0.0092]",,15.0,0.4,0.6,,"[0.1464, 0.0104]",,
Cosine,0.3,100,,200,0.0001,,,"[0.1403, 0.0093]",,15.0,0.5,0.5,,"[0.1463, 0.0105]",,
Cosine,0.3,100,,200,0.0001,,,"[0.1431, 0.0094]",,15.0,0.6,0.4,,"[0.1477, 0.0103]",,
Cosine,0.3,100,,200,0.0001,,,"[0.1385, 0.0091]",,15.0,0.7,0.3,,"[0.1419, 0.01]",,
Cosine,0.3,100,,200,0.0001,,,"[0.137, 0.009]",,15.0,0.8,0.2,,"[0.1392, 0.0098]",,
Cosine,0.3,100,,200,0.0001,,,"[0.1375, 0.0092]",,15.0,0.9,0.1,,"[0.1392, 0.0099]",,
Cosine,0.3,100,,200,0.0001,,,"[0.1403, 0.0092]",,15.0,1.0,0.0,,"[0.141, 0.0098]",,
Cosine,0.3,100,,200,0.0001,,,"[0.1547, 0.0097]",,20.0,0.0,1.0,,,"[0.1822, 0.0123]",
Cosine,0.3,100,,200,0.0001,,,"[0.1627, 0.01]",,20.0,0.1,0.9,,,"[0.1911, 0.0126]",
Cosine,0.3,100,,200,0.0001,,,"[0.1618, 0.0098]",,20.0,0.2,0.8,,,"[0.1867, 0.0121]",
Cosine,0.3,100,,200,0.0001,,,"[0.1619, 0.0099]",,20.0,0.3,0.7,,,"[0.1868, 0.0122]",
Cosine,0.3,100,,200,0.0001,,,"[0.1599, 0.0099]",,20.0,0.4,0.6,,,"[0.1828, 0.012]",
Cosine,0.3,100,,200,0.0001,,,"[0.1597, 0.0097]",,20.0,0.5,0.5,,,"[0.181, 0.0118]",
Cosine,0.3,100,,200,0.0001,,,"[0.1619, 0.0099]",,20.0,0.6,0.4,,,"[0.1816, 0.0118]",
Cosine,0.3,100,,200,0.0001,,,"[0.1578, 0.0096]",,20.0,0.7,0.3,,,"[0.1748, 0.0112]",
Cosine,0.3,100,,200,0.0001,,,"[0.1564, 0.0096]",,20.0,0.8,0.2,,,"[0.1738, 0.0113]",
Cosine,0.3,100,,200,0.0001,,,"[0.159, 0.0098]",,20.0,0.9,0.1,,,"[0.1744, 0.0114]",
Cosine,0.3,100,,200,0.0001,,,"[0.1528, 0.0095]",,20.0,1.0,0.0,,,"[0.1669, 0.0111]",
Cosine,0.3,100,,200,0.0001,,,"[0.2338, 0.0106]",,50.0,0.0,1.0,,,,"[0.3486, 0.0161]"
Cosine,0.3,100,,200,0.0001,,,"[0.2426, 0.0111]",,50.0,0.1,0.9,,,,"[0.3594, 0.017]"
Cosine,0.3,100,,200,0.0001,,,"[0.2433, 0.0112]",,50.0,0.2,0.8,,,,"[0.358, 0.0171]"
Cosine,0.3,100,,200,0.0001,,,"[0.2401, 0.0112]",,50.0,0.3,0.7,,,,"[0.3516, 0.0171]"
Cosine,0.3,100,,200,0.0001,,,"[0.2389, 0.0113]",,50.0,0.4,0.6,,,,"[0.346, 0.0168]"
Cosine,0.3,100,,200,0.0001,,,"[0.2366, 0.0113]",,50.0,0.5,0.5,,,,"[0.3373, 0.0166]"
Cosine,0.3,100,,200,0.0001,,,"[0.2293, 0.0111]",,50.0,0.6,0.4,,,,"[0.3199, 0.0157]"
Cosine,0.3,100,,200,0.0001,,,"[0.2281, 0.0111]",,50.0,0.7,0.3,,,,"[0.3152, 0.0155]"
Cosine,0.3,100,,200,0.0001,,,"[0.2251, 0.0111]",,50.0,0.8,0.2,,,,"[0.3098, 0.0153]"
Cosine,0.3,100,,200,0.0001,,,"[0.223, 0.011]",,50.0,0.9,0.1,,,,"[0.3001, 0.0148]"
Cosine,0.3,100,,200,0.0001,,,"[0.2192, 0.0111]",,50.0,1.0,0.0,,,,"[0.2927, 0.0147]"
Cosine,0.4,100,,200,0.0001,,,"[0.072, 0.0069]","[0.0533, 0.0057]",5.0,0.0,1.0,,,,
Cosine,0.4,100,,200,0.0001,,,"[0.0763, 0.007]","[0.0542, 0.0055]",5.0,0.1,0.9,,,,
Cosine,0.4,100,,200,0.0001,,,"[0.0771, 0.0071]","[0.0549, 0.0056]",5.0,0.2,0.8,,,,
Cosine,0.4,100,,200,0.0001,,,"[0.0794, 0.0071]","[0.0561, 0.0055]",5.0,0.3,0.7,,,,
Cosine,0.4,100,,200,0.0001,,,"[0.0744, 0.007]","[0.0529, 0.0056]",5.0,0.4,0.6,,,,
Cosine,0.4,100,,200,0.0001,,,"[0.0785, 0.0071]","[0.0545, 0.0055]",5.0,0.5,0.5,,,,
Cosine,0.4,100,,200,0.0001,,,"[0.0777, 0.0071]","[0.0543, 0.0055]",5.0,0.6,0.4,,,,
Cosine,0.4,100,,200,0.0001,,,"[0.0805, 0.0072]","[0.0572, 0.0057]",5.0,0.7,0.3,,,,
Cosine,0.4,100,,200,0.0001,,,"[0.0798, 0.0073]","[0.055, 0.0055]",5.0,0.8,0.2,,,,
Cosine,0.4,100,,200,0.0001,,,"[0.0778, 0.0072]","[0.0543, 0.0056]",5.0,0.9,0.1,,,,
Cosine,0.4,100,,200,0.0001,,,"[0.075, 0.0069]","[0.0521, 0.0053]",5.0,1.0,0.0,,,,
Cosine,0.4,100,,200,0.0001,,,"[0.1059, 0.0084]",,10.0,0.0,1.0,"[0.1008, 0.0088]",,,
Cosine,0.4,100,,200,0.0001,,,"[0.1114, 0.0085]",,10.0,0.1,0.9,"[0.1026, 0.0085]",,,
Cosine,0.4,100,,200,0.0001,,,"[0.1114, 0.0085]",,10.0,0.2,0.8,"[0.1016, 0.0085]",,,
Cosine,0.4,100,,200,0.0001,,,"[0.1147, 0.0087]",,10.0,0.3,0.7,"[0.1046, 0.0086]",,,
Cosine,0.4,100,,200,0.0001,,,"[0.1135, 0.0085]",,10.0,0.4,0.6,"[0.1035, 0.0084]",,,
Cosine,0.4,100,,200,0.0001,,,"[0.1143, 0.0084]",,10.0,0.5,0.5,"[0.1029, 0.0082]",,,
Cosine,0.4,100,,200,0.0001,,,"[0.1132, 0.0083]",,10.0,0.6,0.4,"[0.1022, 0.0083]",,,
Cosine,0.4,100,,200,0.0001,,,"[0.1154, 0.0085]",,10.0,0.7,0.3,"[0.1055, 0.0085]",,,
Cosine,0.4,100,,200,0.0001,,,"[0.1141, 0.0082]",,10.0,0.8,0.2,"[0.1016, 0.0079]",,,
Cosine,0.4,100,,200,0.0001,,,"[0.1133, 0.0084]",,10.0,0.9,0.1,"[0.1003, 0.0081]",,,
Cosine,0.4,100,,200,0.0001,,,"[0.1121, 0.0083]",,10.0,1.0,0.0,"[0.0987, 0.0079]",,,
Cosine,0.4,100,,200,0.0001,,,"[0.1318, 0.0091]",,15.0,0.0,1.0,,"[0.1419, 0.0105]",,
Cosine,0.4,100,,200,0.0001,,,"[0.1387, 0.0094]",,15.0,0.1,0.9,,"[0.148, 0.0109]",,
Cosine,0.4,100,,200,0.0001,,,"[0.1412, 0.0094]",,15.0,0.2,0.8,,"[0.1502, 0.0108]",,
Cosine,0.4,100,,200,0.0001,,,"[0.1402, 0.0093]",,15.0,0.3,0.7,,"[0.1474, 0.0105]",,
Cosine,0.4,100,,200,0.0001,,,"[0.1428, 0.0095]",,15.0,0.4,0.6,,"[0.15, 0.0108]",,
Cosine,0.4,100,,200,0.0001,,,"[0.1426, 0.0093]",,15.0,0.5,0.5,,"[0.1468, 0.0102]",,
Cosine,0.4,100,,200,0.0001,,,"[0.1406, 0.0092]",,15.0,0.6,0.4,,"[0.1444, 0.0101]",,
Cosine,0.4,100,,200,0.0001,,,"[0.1397, 0.0092]",,15.0,0.7,0.3,,"[0.1416, 0.01]",,
Cosine,0.4,100,,200,0.0001,,,"[0.1408, 0.0091]",,15.0,0.8,0.2,,"[0.1443, 0.0101]",,
Cosine,0.4,100,,200,0.0001,,,"[0.1391, 0.009]",,15.0,0.9,0.1,,"[0.1389, 0.0097]",,
Cosine,0.4,100,,200,0.0001,,,"[0.1387, 0.0091]",,15.0,1.0,0.0,,"[0.1383, 0.0096]",,
Cosine,0.4,100,,200,0.0001,,,"[0.1508, 0.0096]",,20.0,0.0,1.0,,,"[0.1794, 0.0122]",
Cosine,0.4,100,,200,0.0001,,,"[0.1598, 0.01]",,20.0,0.1,0.9,,,"[0.1863, 0.0124]",
Cosine,0.4,100,,200,0.0001,,,"[0.1602, 0.0098]",,20.0,0.2,0.8,,,"[0.1864, 0.0123]",
Cosine,0.4,100,,200,0.0001,,,"[0.1621, 0.01]",,20.0,0.3,0.7,,,"[0.1857, 0.0123]",
Cosine,0.4,100,,200,0.0001,,,"[0.1619, 0.0098]",,20.0,0.4,0.6,,,"[0.1846, 0.012]",
Cosine,0.4,100,,200,0.0001,,,"[0.1593, 0.0097]",,20.0,0.5,0.5,,,"[0.181, 0.0117]",
